iter	Passed	Remaining
1732	2510	1835
1733	2512	1834
1734	2513	1832
1735	2514	1830
1736	2515	1829
1737	2517	1827
1738	2518	1826
1739	2520	1824
1740	2521	1823
1741	2522	1821
1742	2523	1820
1743	2525	1818
1744	2526	1817
1745	2527	1815
1746	2529	1813
1747	2530	1812
1748	2531	1810
1749	2533	1809
1750	2534	1807
1751	2535	1806
1752	2537	1804
1753	2538	1803
1754	2539	1801
1755	2541	1800
1756	2542	1798
1757	2543	1796
1758	2544	1795
1759	2545	1793
1760	2547	1792
1761	2548	1790
1762	2550	1789
1763	2551	1787
1764	2552	1786
1765	2554	1784
1766	2555	1783
1767	2557	1781
1768	2558	1780
1769	2559	1778
1770	2561	1777
1771	2562	1775
1772	2563	1774
1773	2565	1772
1774	2566	1771
1775	2567	1769
1776	2569	1768
1777	2570	1766
1778	2571	1765
1779	2573	1763
1780	2574	1762
1781	2576	1760
1782	2577	1759
1783	2578	1757
1784	2580	1756
1785	2581	1754
1786	2583	1753
1787	2584	1752
1788	2586	1750
1789	2587	1749
1790	2588	1747
1791	2589	1745
1792	2591	1744
1793	2592	1742
1794	2594	1741
1795	2595	1739
1796	2596	1738
1797	2598	1736
1798	2599	1735
1799	2600	1733
1800	2601	1732
1801	2603	1730
1802	2604	1729
1803	2606	1727
1804	2607	1726
1805	2608	1724
1806	2610	1723
1807	2611	1721
1808	2612	1720
1809	2614	1718
1810	2615	1717
1811	2616	1715
1812	2618	1714
1813	2619	1712
1814	2620	1711
1815	2622	1709
1816	2623	1708
1817	2624	1706
1818	2626	1705
1819	2627	1703
1820	2628	1702
1821	2630	1700
1822	2631	1698
1823	2632	1697
1824	2634	1696
1825	2635	1694
1826	2637	1693
1827	2638	1691
1828	2639	1690
1829	2641	1688
1830	2642	1687
1831	2643	1685
1832	2645	1684
1833	2646	1682
1834	2647	1681
1835	2649	1679
1836	2650	1677
1837	2651	1676
1838	2653	1675
1839	2654	1673
1840	2656	1672
1841	2657	1670
1842	2658	1669
1843	2660	1667
1844	2661	1666
1845	2662	1664
1846	2664	1663
1847	2665	1661
1848	2666	1660
1849	2668	1658
1850	2669	1657
1851	2670	1655
1852	2672	1654
1853	2673	1652
1854	2674	1650
1855	2675	1649
1856	2677	1647
1857	2678	1646
1858	2679	1644
1859	2681	1643
1860	2682	1641
1861	2684	1640
1862	2685	1638
1863	2686	1637
1864	2688	1635
1865	2689	1634
1866	2690	1632
1867	2692	1631
1868	2693	1629
1869	2694	1628
1870	2696	1627
1871	2697	1625
1872	2698	1623
1873	2700	1622
1874	2701	1620
1875	2702	1619
1876	2704	1617
1877	2705	1616
1878	2706	1614
1879	2708	1613
1880	2709	1611
1881	2710	1610
1882	2712	1608
1883	2713	1607
1884	2714	1605
1885	2715	1604
1886	2717	1602
1887	2718	1601
1888	2719	1599
1889	2721	1598
1890	2722	1596
1891	2724	1595
1892	2725	1594
1893	2727	1592
1894	2728	1591
1895	2729	1589
1896	2731	1587
1897	2732	1586
1898	2733	1585
1899	2735	1583
1900	2736	1582
1901	2737	1580
1902	2739	1579
1903	2741	1577
1904	2742	1576
1905	2743	1574
1906	2745	1573
1907	2746	1571
1908	2747	1570
1909	2749	1569
1910	2750	1567
1911	2752	1566
1912	2753	1564
1913	2755	1563
1914	2756	1561
1915	2757	1560
1916	2759	1558
1917	2760	1557
1918	2761	1555
1919	2762	1554
1920	2764	1552
1921	2765	1551
1922	2767	1549
1923	2768	1548
1924	2770	1546
1925	2771	1545
1926	2772	1543
1927	2774	1542
1928	2775	1540
1929	2776	1539
1930	2777	1537
1931	2779	1536
1932	2780	1534
1933	2781	1533
1934	2783	1531
1935	2784	1530
1936	2785	1528
1937	2787	1527
1938	2788	1525
1939	2790	1524
1940	2791	1523
1941	2792	1521
1942	2794	1520
1943	2795	1518
1944	2796	1517
1945	2798	1515
1946	2799	1514
1947	2801	1512
1948	2802	1511
1949	2803	1509
1950	2805	1508
1951	2806	1506
1952	2807	1505
1953	2809	1503
1954	2810	1502
1955	2812	1501
1956	2813	1499
1957	2815	1498
1958	2816	1496
1959	2818	1495
1960	2819	1493
1961	2820	1492
1962	2822	1490
1963	2823	1489
1964	2824	1487
1965	2826	1486
1966	2827	1485
1967	2829	1483
1968	2830	1482
1969	2831	1480
1970	2833	1479
1971	2834	1477
1972	2836	1476
1973	2837	1474
1974	2839	1473
1975	2840	1472
1976	2842	1470
1977	2843	1469
1978	2844	1467
1979	2846	1466
1980	2847	1464
1981	2848	1463
1982	2850	1461
1983	2851	1460
1984	2853	1458
1985	2854	1457
1986	2855	1455
1987	2857	1454
1988	2858	1452
1989	2859	1451
1990	2860	1449
1991	2862	1448
1992	2863	1446
1993	2864	1445
1994	2866	1443
1995	2867	1442
1996	2869	1441
1997	2870	1439
1998	2871	1438
1999	2873	1436
2000	2874	1435
2001	2875	1433
2002	2877	1432
2003	2878	1430
2004	2879	1429
2005	2881	1427
2006	2883	1426
2007	2884	1424
2008	2885	1423
2009	2887	1422
2010	2888	1420
2011	2889	1419
2012	2891	1417
2013	2892	1416
2014	2893	1414
2015	2895	1413
2016	2896	1411
2017	2898	1410
2018	2899	1408
2019	2900	1407
2020	2901	1405
2021	2903	1404
2022	2904	1402
2023	2905	1401
2024	2907	1399
2025	2908	1398
2026	2909	1396
2027	2911	1395
2028	2912	1393
2029	2914	1392
2030	2915	1390
2031	2916	1389
2032	2918	1388
2033	2919	1386
2034	2921	1385
2035	2922	1383
2036	2923	1382
2037	2925	1380
2038	2927	1379
2039	2928	1378
2040	2929	1376
2041	2931	1375
2042	2932	1373
2043	2934	1372
2044	2935	1371
2045	2937	1369
2046	2938	1368
2047	2941	1367
2048	2942	1365
2049	2944	1364
2050	2945	1362
2051	2947	1361
2052	2948	1360
2053	2949	1358
2054	2951	1357
2055	2952	1355
2056	2954	1354
2057	2955	1352
2058	2956	1351
2059	2958	1349
2060	2959	1348
2061	2960	1346
2062	2962	1345
2063	2963	1344
2064	2965	1342
2065	2966	1341
2066	2967	1339
2067	2969	1338
2068	2970	1336
2069	2972	1335
2070	2973	1333
2071	2975	1332
2072	2976	1331
2073	2978	1329
2074	2979	1328
2075	2980	1326
2076	2982	1325
2077	2983	1323
2078	2985	1322
2079	2986	1320
2080	2987	1319
2081	2989	1318
2082	2990	1316
2083	2992	1315
2084	2993	1313
2085	2995	1312
2086	2996	1310
2087	2997	1309
2088	2999	1308
2089	3001	1306
2090	3002	1305
2091	3003	1303
2092	3005	1302
2093	3006	1300
2094	3007	1299
2095	3009	1297
2096	3010	1296
2097	3011	1294
2098	3013	1293
2099	3015	1292
2100	3016	1290
2101	3018	1289
2102	3019	1287
2103	3021	1286
2104	3022	1285
2105	3023	1283
2106	3025	1282
2107	3026	1280
2108	3027	1279
2109	3029	1277
2110	3030	1276
2111	3032	1274
2112	3033	1273
2113	3034	1271
2114	3036	1270
2115	3037	1269
2116	3039	1267
2117	3040	1266
2118	3041	1264
2119	3043	1263
2120	3044	1261
2121	3046	1260
2122	3047	1258
2123	3048	1257
2124	3050	1255
2125	3051	1254
2126	3052	1253
2127	3054	1251
2128	3055	1250
2129	3056	1248
2130	3058	1247
2131	3059	1245
2132	3061	1244
2133	3062	1242
2134	3063	1241
2135	3065	1239
2136	3066	1238
2137	3067	1236
2138	3069	1235
2139	3070	1233
2140	3071	1232
2141	3073	1231
2142	3074	1229
2143	3075	1228
2144	3077	1226
2145	3078	1225
2146	3079	1223
2147	3081	1222
2148	3082	1220
2149	3083	1219
2150	3085	1217
2151	3086	1216
2152	3087	1214
2153	3089	1213
2154	3090	1211
2155	3091	1210
2156	3092	1208
2157	3094	1207
2158	3095	1205
2159	3096	1204
2160	3098	1202
2161	3099	1201
2162	3100	1199
2163	3101	1198
2164	3103	1196
2165	3104	1195
2166	3105	1193
2167	3107	1192
2168	3108	1190
2169	3109	1189
2170	3111	1188
2171	3112	1186
2172	3114	1185
2173	3115	1183
2174	3116	1182
2175	3118	1180
2176	3119	1179
2177	3121	1177
2178	3122	1176
2179	3123	1175
2180	3125	1173
2181	3126	1172
2182	3127	1170
2183	3129	1169
2184	3130	1167
2185	3131	1166
2186	3133	1164
2187	3134	1163
2188	3136	1161
2189	3137	1160
2190	3138	1158
2191	3140	1157
2192	3141	1155
2193	3142	1154
2194	3143	1153
2195	3145	1151
2196	3146	1150
2197	3148	1148
2198	3149	1147
2199	3150	1145
2200	3152	1144
2201	3153	1142
2202	3154	1141
2203	3156	1139
2204	3157	1138
2205	3158	1136
2206	3160	1135
2207	3161	1134
2208	3163	1132
2209	3164	1131
2210	3165	1129
2211	3167	1128
2212	3168	1126
2213	3169	1125
2214	3171	1123
2215	3172	1122
2216	3174	1121
2217	3176	1120
2218	3178	1118
2219	3179	1117
2220	3180	1115
2221	3182	1114
2222	3183	1112
2223	3184	1111
2224	3186	1109
2225	3187	1108
2226	3189	1106
2227	3190	1105
2228	3192	1104
2229	3193	1102
2230	3194	1101
2231	3196	1099
2232	3197	1098
2233	3198	1096
2234	3199	1095
2235	3201	1093
2236	3202	1092
2237	3203	1090
2238	3205	1089
2239	3206	1087
2240	3207	1086
2241	3209	1085
2242	3210	1083
2243	3211	1082
2244	3213	1080
2245	3214	1079
2246	3215	1077
2247	3217	1076
2248	3218	1074
2249	3219	1073
2250	3221	1071
2251	3222	1070
2252	3224	1068
2253	3225	1067
2254	3226	1066
2255	3228	1064
2256	3229	1063
2257	3230	1061
2258	3232	1060
2259	3233	1058
2260	3235	1057
2261	3236	1056
2262	3238	1054
2263	3239	1053
2264	3240	1051
2265	3242	1050
2266	3243	1048
2267	3244	1047
2268	3245	1045
2269	3247	1044
2270	3248	1042
2271	3249	1041
2272	3251	1039
2273	3252	1038
2274	3253	1036
2275	3255	1035
2276	3256	1034
2277	3257	1032
2278	3259	1031
2279	3260	1029
2280	3261	1028
2281	3262	1026
2282	3264	1025
2283	3265	1023
2284	3266	1022
2285	3268	1020
2286	3269	1019
2287	3270	1017
2288	3272	1016
2289	3273	1014
2290	3274	1013
2291	3276	1011
2292	3277	1010
2293	3278	1009
2294	3280	1007
2295	3281	1006
2296	3282	1004
2297	3283	1003
2298	3285	1001
2299	3286	1000
2300	3287	998
2301	3288	997
2302	3290	995
2303	3291	994
2304	3293	992
2305	3294	991
2306	3296	990
2307	3297	988
2308	3298	987
2309	3299	985
2310	3301	984
2311	3302	982
2312	3303	981
2313	3304	979
2314	3306	978
2315	3307	976
2316	3309	975
2317	3310	973
2318	3311	972
2319	3312	971
2320	3314	969
2321	3315	968
2322	3317	966
2323	3318	965
2324	3319	963
2325	3321	962
2326	3322	960
2327	3323	959
2328	3325	958
2329	3326	956
2330	3328	955
2331	3329	953
2332	3330	952
2333	3332	950
2334	3333	949
2335	3350	952
2336	3351	950
2337	3353	949
2338	3354	947
2339	3355	946
2340	3356	944
2341	3358	943
2342	3359	941
2343	3360	940
2344	3361	938
2345	3362	937
2346	3364	935
2347	3365	934
2348	3366	932
2349	3367	931
2350	3368	930
2351	3370	928
2352	3371	927
2353	3372	925
2354	3373	924
2355	3374	922
2356	3376	921
2357	3377	919
2358	3378	918
2359	3380	916
2360	3381	915
2361	3382	913
2362	3383	912
2363	3385	910
2364	3386	909
2365	3388	907
2366	3389	906
2367	3390	904
2368	3392	903
2369	3393	902
2370	3395	900
2371	3396	899
2372	3398	897
2373	3399	896
2374	3401	895
2375	3402	893
2376	3404	892
2377	3405	890
2378	3406	889
2379	3408	887
2380	3409	886
2381	3411	885
2382	3412	883
2383	3413	882
2384	3415	880
2385	3416	879
2386	3418	877
2387	3419	876
2388	3420	874
2389	3422	873
2390	3423	872
2391	3425	870
2392	3426	869
2393	3427	867
2394	3429	866
2395	3430	864
2396	3431	863
2397	3433	861
2398	3434	860
2399	3435	858
2400	3437	857
2401	3438	856
2402	3439	854
2403	3441	853
2404	3442	851
2405	3444	850
2406	3445	848
2407	3446	847
2408	3448	845
2409	3449	844
2410	3450	842
2411	3451	841
2412	3453	840
2413	3454	838
2414	3456	837
2415	3457	835
2416	3458	834
2417	3459	832
2418	3461	831
2419	3462	829
2420	3463	828
2421	3465	827
2422	3466	825
2423	3468	824
2424	3469	822
2425	3470	821
2426	3472	819
2427	3473	818
2428	3474	816
2429	3476	815
2430	3477	813
2431	3478	812
2432	3480	811
2433	3481	809
2434	3483	808
2435	3484	806
2436	3485	805
2437	3487	803
2438	3488	802
2439	3489	800
2440	3491	799
2441	3492	798
2442	3493	796
2443	3495	795
2444	3496	793
2445	3498	792
2446	3499	790
2447	3500	789
2448	3502	787
2449	3503	786
2450	3504	784
2451	3505	783
2452	3507	782
2453	3508	780
2454	3509	779
2455	3511	777
2456	3512	776
2457	3514	774
2458	3515	773
2459	3516	771
2460	3518	770
2461	3519	769
2462	3520	767
2463	3522	766
2464	3523	764
2465	3524	763
2466	3526	761
2467	3527	760
2468	3529	759
2469	3530	757
2470	3532	756
2471	3533	754
2472	3534	753
2473	3536	751
2474	3537	750
2475	3538	748
2476	3540	747
2477	3541	746
2478	3543	744
2479	3544	743
2480	3545	741
2481	3546	740
2482	3548	738
2483	3549	737
2484	3550	735
2485	3552	734
2486	3553	732
2487	3555	731
2488	3556	730
2489	3558	728
2490	3559	727
2491	3560	725
2492	3561	724
2493	3563	722
2494	3564	721
2495	3566	720
2496	3567	718
2497	3568	717
2498	3570	715
2499	3571	714
2500	3572	712
2501	3574	711
2502	3575	709
2503	3576	708
2504	3578	707
2505	3579	705
2506	3581	704
2507	3582	702
2508	3583	701
2509	3585	699
2510	3586	698
2511	3588	697
2512	3590	695
2513	3591	694
2514	3592	692
2515	3594	691
2516	3596	690
2517	3597	688
2518	3598	687
2519	3600	685
2520	3601	684
2521	3603	682
2522	3604	681
2523	3605	680
2524	3607	678
2525	3608	677
2526	3609	675
2527	3611	674
2528	3612	672
2529	3614	671
2530	3615	669
2531	3616	668
2532	3618	667
2533	3619	665
2534	3620	664
2535	3622	662
2536	3623	661
2537	3624	659
2538	3626	658
2539	3627	656
2540	3628	655
2541	3630	654
2542	3631	652
2543	3632	651
2544	3634	649
2545	3635	648
2546	3636	646
2547	3638	645
2548	3639	643
2549	3640	642
2550	3642	641
2551	3643	639
2552	3645	638
2553	3646	636
2554	3647	635
2555	3649	633
2556	3650	632
2557	3651	631
2558	3653	629
2559	3654	628
2560	3655	626
2561	3657	625
2562	3658	623
2563	3660	622
2564	3661	620
2565	3662	619
2566	3664	618
2567	3665	616
2568	3666	615
2569	3668	613
2570	3669	612
2571	3670	610
2572	3672	609
2573	3673	607
2574	3674	606
2575	3676	605
2576	3677	603
2577	3678	602
2578	3680	600
2579	3681	599
2580	3682	597
2581	3684	596
2582	3685	594
2583	3687	593
2584	3688	592
2585	3689	590
2586	3691	589
2587	3692	587
2588	3693	586
2589	3695	584
2590	3696	583
2591	3697	582
2592	3699	580
2593	3700	579
2594	3701	577
2595	3703	576
2596	3704	574
2597	3706	573
2598	3707	572
2599	3708	570
2600	3710	569
2601	3711	567
2602	3712	566
2603	3714	564
2604	3715	563
2605	3717	561
2606	3718	560
2607	3719	559
2608	3721	557
2609	3722	556
2610	3724	554
2611	3725	553
2612	3726	551
2613	3728	550
2614	3729	549
2615	3731	547
2616	3732	546
2617	3733	544
2618	3735	543
2619	3736	541
2620	3737	540
2621	3739	539
2622	3740	537
2623	3741	536
2624	3743	534
2625	3744	533
2626	3745	531
2627	3747	530
2628	3748	528
2629	3749	527
2630	3751	526
2631	3752	524
2632	3754	523
2633	3755	521
2634	3756	520
2635	3757	518
2636	3759	517
2637	3760	516
2638	3761	514
2639	3763	513
2640	3764	511
2641	3766	510
2642	3767	508
2643	3768	507
2644	3770	506
2645	3771	504
2646	3772	503
2647	3774	501
2648	3775	500
2649	3777	498
2650	3778	497
2651	3779	496
2652	3781	494
2653	3782	493
2654	3783	491
2655	3785	490
2656	3786	488
2657	3788	487
2658	3789	485
2659	3790	484
2660	3792	483
2661	3793	481
2662	3794	480
2663	3796	478
2664	3797	477
2665	3798	475
2666	3800	474
2667	3801	473
2668	3802	471
2669	3804	470
2670	3805	468
2671	3806	467
2672	3808	465
2673	3809	464
2674	3810	463
2675	3812	461
2676	3813	460
2677	3814	458
2678	3816	457
2679	3817	455
2680	3818	454
2681	3820	452
2682	3821	451
2683	3822	450
2684	3824	448
2685	3825	447
2686	3826	445
2687	3828	444
2688	3829	442
2689	3830	441
2690	3832	440
2691	3833	438
2692	3834	437
2693	3836	435
2694	3837	434
2695	3839	432
2696	3840	431
2697	3841	430
2698	3843	428
2699	3844	427
2700	3845	425
2701	3847	424
2702	3848	422
2703	3850	421
2704	3851	420
2705	3852	418
2706	3853	417
2707	3855	415
2708	3856	414
2709	3858	412
2710	3859	411
2711	3860	410
2712	3862	408
2713	3863	407
2714	3865	405
2715	3866	404
2716	3867	402
2717	3869	401
2718	3870	400
2719	3871	398
2720	3873	397
2721	3874	395
2722	3876	394
2723	3877	392
2724	3878	391
2725	3880	390
2726	3881	388
2727	3882	387
2728	3884	385
2729	3885	384
2730	3886	382
2731	3888	381
2732	3889	379
2733	3890	378
2734	3892	377
2735	3893	375
2736	3895	374
2737	3896	372
2738	3897	371
2739	3899	369
2740	3900	368
2741	3901	367
2742	3903	365
2743	3904	364
2744	3906	362
2745	3907	361
2746	3909	360
2747	3910	358
2748	3911	357
2749	3913	355
2750	3914	354
2751	3916	352
2752	3917	351
2753	3918	350
2754	3920	348
2755	3921	347
2756	3922	345
2757	3923	344
2758	3925	342
2759	3926	341
2760	3927	340
2761	3929	338
2762	3930	337
2763	3931	335
2764	3933	334
2765	3934	332
2766	3935	331
2767	3937	329
2768	3938	328
2769	3939	327
2770	3941	325
2771	3942	324
2772	3943	322
2773	3944	321
2774	3946	319
2775	3947	318
2776	3949	317
2777	3950	315
2778	3951	314
2779	3953	312
2780	3954	311
2781	3955	309
2782	3957	308
2783	3958	307
2784	3960	305
2785	3961	304
2786	3962	302
2787	3964	301
2788	3965	300
2789	3966	298
2790	3968	297
2791	3969	295
2792	3970	294
2793	3972	292
2794	3973	291
2795	3974	290
2796	3976	288
2797	3977	287
2798	3978	285
2799	3980	284
2800	3981	282
2801	3983	281
2802	3984	280
2803	3985	278
2804	3986	277
2805	3988	275
2806	3989	274
2807	3990	272
2808	3992	271
2809	3993	270
2810	3994	268
2811	3996	267
2812	3997	265
2813	3998	264
2814	4000	262
2815	4001	261
2816	4002	260
2817	4004	258
2818	4005	257
2819	4006	255
2820	4008	254
2821	4009	252
2822	4010	251
2823	4012	250
2824	4013	248
2825	4014	247
2826	4016	245
2827	4017	244
2828	4018	242
2829	4020	241
2830	4022	240
2831	4023	238
2832	4024	237
2833	4026	235
2834	4027	234
2835	4028	232
2836	4030	231
2837	4031	230
2838	4032	228
2839	4034	227
2840	4035	225
2841	4037	224
2842	4038	223
2843	4039	221
2844	4041	220
2845	4042	218
2846	4043	217
2847	4045	215
2848	4046	214
2849	4048	213
2850	4049	211
2851	4051	210
2852	4052	208
2853	4053	207
2854	4054	205
2855	4056	204
2856	4057	203
2857	4059	201
2858	4060	200
2859	4062	198
2860	4063	197
2861	4065	196
2862	4067	194
2863	4068	193
2864	4069	191
2865	4071	190
2866	4072	188
2867	4073	187
2868	4075	186
2869	4076	184
2870	4077	183
2871	4079	181
2872	4081	180
2873	4082	178
2874	4084	177
2875	4085	176
2876	4086	174
2877	4088	173
2878	4089	171
2879	4090	170
2880	4092	169
2881	4093	167
2882	4095	166
2883	4096	164
2884	4097	163
2885	4099	161
2886	4100	160
2887	4101	159
2888	4103	157
2889	4104	156
2890	4105	154
2891	4107	153
2892	4108	151
2893	4110	150
2894	4111	149
2895	4112	147
2896	4114	146
2897	4115	144
2898	4116	143
2899	4118	142
2900	4119	140
2901	4121	139
2902	4123	137
2903	4125	136
2904	4126	134
2905	4128	133
2906	4129	132
2907	4130	130
2908	4131	129
2909	4133	127
2910	4134	126
2911	4135	124
2912	4137	123
2913	4138	122
2914	4140	120
2915	4141	119
2916	4142	117
2917	4144	116
2918	4145	115
2919	4146	113
2920	4148	112
2921	4149	110
2922	4151	109
2923	4152	107
2924	4154	106
2925	4155	105
2926	4156	103
2927	4158	102
2928	4159	100
2929	4161	99
2930	4162	97
2931	4164	96
2932	4167	95
2933	4168	93
2934	4170	92
2935	4171	90
2936	4173	89
2937	4174	88
2938	4176	86
2939	4177	85
2940	4179	83
2941	4180	82
2942	4182	80
2943	4183	79
2944	4185	78
2945	4186	76
2946	4187	75
2947	4189	73
2948	4190	72
2949	4191	71
2950	4193	69
2951	4194	68
2952	4196	66
2953	4197	65
2954	4198	63
2955	4200	62
2956	4201	61
2957	4202	59
2958	4204	58
2959	4205	56
2960	4206	55
2961	4208	53
2962	4209	52
2963	4211	51
2964	4213	49
2965	4214	48
2966	4216	46
2967	4217	45
2968	4218	44
2969	4220	42
2970	4221	41
2971	4223	39
2972	4224	38
2973	4225	36
2974	4226	35
2975	4228	34
2976	4229	32
2977	4231	31
2978	4232	29
2979	4233	28
2980	4234	26
2981	4236	25
2982	4237	24
2983	4239	22
2984	4240	21
2985	4241	19
2986	4243	18
2987	4244	17
2988	4245	15
2989	4247	14
2990	4248	12
2991	4249	11
2992	4251	9
2993	4252	8
2994	4253	7
2995	4255	5
2996	4256	4
2997	4257	2
2998	4259	1
2999	4260	0
