iter	Passed	Remaining
1353	2005	2438
1354	2007	2436
1355	2008	2435
1356	2009	2433
1357	2011	2431
1358	2012	2429
1359	2013	2428
1360	2015	2426
1361	2016	2425
1362	2017	2423
1363	2019	2421
1364	2020	2419
1365	2021	2418
1366	2023	2416
1367	2024	2415
1368	2025	2413
1369	2027	2411
1370	2028	2410
1371	2029	2408
1372	2031	2407
1373	2032	2405
1374	2034	2403
1375	2035	2402
1376	2036	2400
1377	2037	2398
1378	2039	2397
1379	2040	2395
1380	2041	2393
1381	2043	2392
1382	2045	2391
1383	2046	2389
1384	2047	2387
1385	2049	2386
1386	2050	2384
1387	2051	2382
1388	2053	2381
1389	2054	2379
1390	2055	2378
1391	2057	2376
1392	2058	2374
1393	2060	2373
1394	2061	2371
1395	2063	2370
1396	2064	2368
1397	2065	2367
1398	2067	2366
1399	2068	2364
1400	2070	2362
1401	2071	2361
1402	2072	2359
1403	2074	2357
1404	2075	2356
1405	2077	2354
1406	2078	2353
1407	2079	2351
1408	2081	2349
1409	2082	2348
1410	2083	2346
1411	2084	2344
1412	2086	2343
1413	2087	2341
1414	2088	2339
1415	2090	2338
1416	2091	2336
1417	2092	2334
1418	2094	2333
1419	2095	2331
1420	2096	2329
1421	2098	2328
1422	2099	2326
1423	2100	2325
1424	2102	2323
1425	2103	2321
1426	2104	2320
1427	2106	2318
1428	2107	2316
1429	2108	2315
1430	2110	2313
1431	2111	2311
1432	2112	2310
1433	2113	2308
1434	2115	2306
1435	2116	2305
1436	2117	2303
1437	2119	2302
1438	2120	2300
1439	2121	2298
1440	2123	2297
1441	2124	2295
1442	2125	2293
1443	2126	2291
1444	2128	2290
1445	2129	2288
1446	2130	2287
1447	2132	2285
1448	2133	2283
1449	2135	2282
1450	2136	2280
1451	2137	2279
1452	2139	2277
1453	2140	2276
1454	2142	2274
1455	2143	2273
1456	2145	2271
1457	2146	2269
1458	2147	2268
1459	2148	2266
1460	2150	2265
1461	2151	2263
1462	2153	2261
1463	2154	2260
1464	2155	2258
1465	2156	2257
1466	2158	2255
1467	2159	2253
1468	2161	2252
1469	2162	2250
1470	2163	2249
1471	2165	2247
1472	2166	2245
1473	2167	2244
1474	2169	2242
1475	2170	2240
1476	2171	2239
1477	2172	2237
1478	2174	2235
1479	2175	2234
1480	2176	2232
1481	2178	2231
1482	2179	2229
1483	2180	2227
1484	2181	2226
1485	2183	2224
1486	2184	2222
1487	2186	2221
1488	2187	2219
1489	2188	2218
1490	2189	2216
1491	2191	2214
1492	2192	2213
1493	2193	2211
1494	2195	2209
1495	2196	2208
1496	2197	2206
1497	2199	2205
1498	2200	2203
1499	2202	2202
1500	2203	2200
1501	2204	2198
1502	2205	2197
1503	2207	2195
1504	2208	2193
1505	2209	2192
1506	2211	2190
1507	2212	2188
1508	2213	2187
1509	2215	2185
1510	2216	2184
1511	2217	2182
1512	2219	2180
1513	2220	2179
1514	2221	2177
1515	2222	2175
1516	2224	2174
1517	2225	2172
1518	2226	2171
1519	2228	2169
1520	2229	2167
1521	2230	2166
1522	2232	2164
1523	2233	2163
1524	2234	2161
1525	2236	2159
1526	2237	2158
1527	2238	2156
1528	2240	2155
1529	2241	2153
1530	2242	2151
1531	2243	2150
1532	2245	2148
1533	2246	2147
1534	2247	2145
1535	2249	2143
1536	2250	2142
1537	2251	2140
1538	2252	2138
1539	2254	2136
1540	2255	2135
1541	2256	2133
1542	2257	2132
1543	2259	2130
1544	2260	2129
1545	2262	2127
1546	2263	2125
1547	2264	2124
1548	2265	2122
1549	2267	2120
1550	2268	2119
1551	2269	2117
1552	2271	2116
1553	2272	2114
1554	2273	2112
1555	2275	2111
1556	2276	2109
1557	2277	2108
1558	2279	2106
1559	2280	2105
1560	2281	2103
1561	2283	2101
1562	2284	2100
1563	2285	2098
1564	2287	2097
1565	2288	2095
1566	2290	2095
1567	2292	2093
1568	2293	2092
1569	2295	2090
1570	2296	2088
1571	2297	2087
1572	2299	2085
1573	2300	2084
1574	2301	2082
1575	2302	2080
1576	2304	2079
1577	2305	2077
1578	2306	2076
1579	2308	2074
1580	2309	2072
1581	2310	2071
1582	2312	2069
1583	2313	2068
1584	2314	2066
1585	2316	2064
1586	2317	2063
1587	2318	2061
1588	2320	2060
1589	2321	2058
1590	2322	2056
1591	2324	2055
1592	2325	2053
1593	2326	2052
1594	2328	2050
1595	2329	2049
1596	2330	2047
1597	2331	2045
1598	2333	2044
1599	2334	2042
1600	2335	2041
1601	2337	2039
1602	2338	2037
1603	2339	2036
1604	2340	2034
1605	2342	2033
1606	2343	2031
1607	2344	2029
1608	2346	2028
1609	2347	2026
1610	2349	2025
1611	2350	2023
1612	2351	2022
1613	2352	2020
1614	2354	2019
1615	2355	2017
1616	2356	2015
1617	2358	2014
1618	2359	2012
1619	2360	2011
1620	2362	2009
1621	2363	2008
1622	2365	2006
1623	2366	2005
1624	2367	2003
1625	2369	2001
1626	2370	2000
1627	2371	1998
1628	2373	1997
1629	2374	1995
1630	2375	1994
1631	2377	1992
1632	2378	1991
1633	2379	1989
1634	2381	1987
1635	2382	1986
1636	2383	1984
1637	2385	1983
1638	2386	1981
1639	2387	1980
1640	2389	1978
1641	2390	1976
1642	2391	1975
1643	2393	1973
1644	2394	1972
1645	2396	1970
1646	2397	1969
1647	2398	1967
1648	2399	1966
1649	2401	1964
1650	2402	1963
1651	2403	1961
1652	2405	1959
1653	2406	1958
1654	2408	1956
1655	2409	1955
1656	2410	1953
1657	2411	1952
1658	2413	1950
1659	2414	1949
1660	2415	1947
1661	2417	1946
1662	2418	1944
1663	2419	1942
1664	2421	1941
1665	2422	1939
1666	2423	1938
1667	2425	1936
1668	2426	1935
1669	2427	1933
1670	2428	1931
1671	2430	1930
1672	2431	1928
1673	2432	1927
1674	2434	1925
1675	2435	1924
1676	2436	1922
1677	2438	1920
1678	2439	1919
1679	2440	1917
1680	2442	1916
1681	2443	1914
1682	2444	1913
1683	2445	1911
1684	2447	1909
1685	2448	1908
1686	2450	1906
1687	2451	1905
1688	2452	1903
1689	2454	1902
1690	2455	1900
1691	2456	1899
1692	2458	1897
1693	2459	1896
1694	2460	1894
1695	2462	1893
1696	2463	1891
1697	2464	1890
1698	2466	1888
1699	2467	1886
1700	2468	1885
1701	2470	1883
1702	2471	1882
1703	2473	1880
1704	2474	1879
1705	2475	1877
1706	2476	1876
1707	2478	1874
1708	2479	1873
1709	2480	1871
1710	2482	1869
1711	2483	1868
1712	2484	1866
1713	2485	1865
1714	2487	1863
1715	2488	1862
1716	2489	1860
1717	2491	1858
1718	2492	1857
1719	2493	1855
1720	2495	1854
1721	2496	1852
1722	2497	1851
1723	2499	1849
1724	2500	1848
1725	2501	1846
1726	2502	1844
1727	2504	1843
1728	2505	1841
1729	2506	1840
1730	2508	1838
1731	2509	1837
