iter	RMSE
289	0.09041671735
290	0.09032542302
291	0.09021854999
292	0.09008960251
293	0.08997078553
294	0.08990842504
295	0.08978138816
296	0.08976754188
297	0.08962362057
298	0.08953405737
299	0.08942290068
300	0.08929632576
301	0.08921056068
302	0.08914066158
303	0.08900875593
304	0.0889953712
305	0.08889996309
306	0.08878488044
307	0.08871881527
308	0.08864310588
309	0.08855597236
310	0.08849486674
311	0.08834263485
312	0.0883295983
313	0.08821542649
314	0.08815410258
315	0.08803717792
316	0.08793654481
317	0.08782717118
318	0.08776562975
319	0.08767599775
320	0.08756498475
321	0.0874500305
322	0.08739567653
323	0.08725258558
324	0.08718593638
325	0.08705690628
326	0.08698739496
327	0.0868923548
328	0.08687135557
329	0.08677564358
330	0.08676331357
331	0.08671664703
332	0.08665780446
333	0.08662746105
334	0.08653801908
335	0.08645146604
336	0.08639592577
337	0.0862853499
338	0.08616842442
339	0.08607457872
340	0.08598302966
341	0.08585473291
342	0.0857897574
343	0.08571022816
344	0.08563545629
345	0.08559207191
346	0.08550642274
347	0.08541958716
348	0.08533395592
349	0.0852676726
350	0.08517021027
351	0.08508438589
352	0.0849828846
353	0.08493569228
354	0.08477194636
355	0.08468890071
356	0.08461230417
357	0.08451335473
358	0.08444618608
359	0.08430986614
360	0.0842563788
361	0.08417548819
362	0.08409899735
363	0.08406332034
364	0.08400696854
365	0.08390231728
366	0.08383542685
367	0.08375994203
368	0.08367071506
369	0.0836059404
370	0.08351769347
371	0.08343474708
372	0.08333877482
373	0.08330182337
374	0.0832748332
375	0.08317306879
376	0.08313797462
377	0.08298718811
378	0.08289384199
379	0.08278844093
380	0.08269876257
381	0.08264518018
382	0.0826110281
383	0.08253969497
384	0.08245369299
385	0.08240496662
386	0.08233700956
387	0.08230329591
388	0.0821946258
389	0.08212222323
390	0.08202603346
391	0.08200014075
392	0.08194246619
393	0.08189326277
394	0.08179611989
395	0.08173333993
396	0.0816535717
397	0.08158477699
398	0.08152531395
399	0.08143826764
400	0.08135549808
401	0.08125681946
402	0.08122774116
403	0.08120070692
404	0.08112740314
405	0.08108501167
406	0.08107491987
407	0.08099567245
408	0.08093395372
409	0.08084271895
410	0.08078533967
411	0.08072702434
412	0.08061758528
413	0.08056329499
414	0.08044767806
415	0.08038833548
416	0.08033796697
417	0.08024648695
418	0.08016343516
419	0.0800840687
420	0.08002241905
421	0.07998967188
422	0.07988604368
423	0.07980768946
424	0.07973374052
425	0.07965635148
426	0.07954142602
427	0.07948972635
428	0.0794185924
429	0.07940739658
430	0.07933618244
431	0.07926817327
432	0.07925868254
433	0.07924265513
434	0.07915793241
435	0.07909459133
436	0.07901713213
437	0.07892507298
438	0.07888991735
439	0.07888081482
440	0.07885233877
441	0.07878585004
442	0.07874619697
443	0.07867721849
444	0.07866077992
445	0.07864386503
446	0.07861750662
447	0.07856759568
448	0.07853817064
449	0.07850124073
450	0.07846539408
451	0.07839298484
452	0.07835751744
453	0.07825829724
454	0.0782052305
455	0.07812875005
456	0.07805804736
457	0.07804546165
458	0.0780334152
459	0.07796460196
460	0.07792106566
461	0.07787969146
462	0.07780207213
463	0.07772105143
464	0.07770763508
465	0.07767087138
466	0.07759842439
467	0.07748010316
468	0.07744623499
469	0.07743736267
470	0.07735899205
471	0.07727508302
472	0.07720820417
473	0.07715298996
474	0.07707992746
475	0.0770027831
476	0.07695374097
477	0.07686711897
478	0.07679811007
479	0.07673801169
480	0.07663669787
481	0.07661695501
482	0.07654715547
483	0.07651256759
484	0.07648892098
485	0.07636721127
486	0.07633364419
487	0.07628503345
488	0.0762769574
489	0.07623826862
490	0.07622345751
491	0.07621158411
492	0.07615358758
493	0.07607233614
494	0.07604465944
495	0.07598119685
496	0.07593357246
497	0.07590154911
498	0.07587049744
499	0.07577943488
500	0.07575810633
501	0.07571555605
502	0.0756429968
503	0.07563563835
504	0.07557414255
505	0.07554250097
506	0.07549767641
507	0.0754388931
508	0.07537147831
509	0.07536409596
510	0.07527545331
511	0.07526535758
512	0.0752386955
513	0.07523156125
514	0.07515461704
515	0.07510645338
516	0.07502369441
517	0.07486490866
518	0.0747989241
519	0.07469443846
520	0.07463770337
521	0.07456901217
522	0.07454077923
523	0.07447085501
524	0.07442050855
525	0.07430814362
526	0.07424383395
527	0.07422918937
528	0.07415315968
529	0.0741084539
530	0.07405474626
531	0.07401421363
532	0.07397173339
533	0.07390603896
534	0.0738839235
535	0.07378723656
536	0.0737485185
537	0.07368065872
538	0.07362119473
539	0.07352237231
540	0.0734283209
541	0.07336193226
542	0.07332897833
543	0.07332009919
544	0.07324231097
545	0.07320445025
546	0.07314390061
547	0.07305700416
548	0.07298433075
549	0.07289783467
550	0.07285610661
551	0.07278212687
552	0.0727275778
553	0.0726871486
554	0.07267748242
555	0.07263839309
556	0.07257093019
557	0.07256129633
558	0.07247838897
559	0.07241241653
560	0.07235283437
561	0.07231588461
562	0.07230338378
563	0.07229558962
564	0.07228506443
565	0.07221739984
566	0.07214012945
567	0.07209098422
568	0.07208425751
569	0.0720166307
570	0.07193054595
571	0.07192139146
572	0.07184548077
573	0.0718100907
574	0.07174893566
575	0.07170339266
576	0.07169725969
577	0.07162474365
578	0.07157594703
579	0.0715005739
580	0.07147335506
581	0.07143893162
582	0.07140713148
583	0.07132658734
584	0.07127906303
585	0.07125039359
586	0.07122713959
587	0.07113864854
588	0.07110876897
589	0.07105632831
590	0.07103422044
591	0.07100083723
592	0.07094211924
593	0.07089478864
594	0.07084227663
595	0.07081618404
596	0.07076115413
597	0.0707032219
598	0.07067080713
599	0.07059479537
600	0.07053559801
601	0.07046390405
602	0.07039673076
603	0.07034349216
604	0.07028862775
605	0.07024177866
606	0.07023505424
607	0.07020401837
608	0.0701519674
609	0.07011442439
610	0.07008530038
611	0.07007906926
612	0.07007004825
613	0.07002688966
614	0.06996591489
615	0.06991527674
616	0.0698338618
617	0.06978667246
618	0.06974437183
619	0.06973060584
620	0.06970014564
621	0.06967004851
622	0.06959507419
623	0.0694987505
624	0.06944976518
625	0.06944039169
626	0.06940846009
627	0.06935216817
628	0.069300532
629	0.06924234744
630	0.06919114678
631	0.06917226098
632	0.06915959628
633	0.06913297425
634	0.06905353853
635	0.06902250162
636	0.06896022371
637	0.06891432475
638	0.06884977988
639	0.06879141834
640	0.06873238023
641	0.06869622784
642	0.0686535854
643	0.06858988977
644	0.06854925534
645	0.06850150564
646	0.06843399378
647	0.06842594738
648	0.06838818185
649	0.06835121509
650	0.06832537488
651	0.06827189148
652	0.06820942386
653	0.06820333045
654	0.06817308363
655	0.06813585844
656	0.06808681783
657	0.06804949147
658	0.06803993011
659	0.06799919137
660	0.0679465784
661	0.06788924817
662	0.06782703062
663	0.06778811165
664	0.06772387793
665	0.06765915803
666	0.06763609472
667	0.06763120772
668	0.06758546289
669	0.06755199283
670	0.06748939284
671	0.06743973453
672	0.06737613485
673	0.06734276368
674	0.06727846828
675	0.06722003258
676	0.06721303178
677	0.06717238001
678	0.06714547669
679	0.06714077504
680	0.06710710274
681	0.06709381667
682	0.06708590136
683	0.06702829453
684	0.06700978474
685	0.06695543346
686	0.06695027074
687	0.06691866581
688	0.06686989452
689	0.06684572895
690	0.06684068901
691	0.06680473328
692	0.0667999322
693	0.0667627171
694	0.0667404594
695	0.06669834581
696	0.06667128602
697	0.06659752585
698	0.06655598344
699	0.06650822367
700	0.0665035517
701	0.0664414546
702	0.06642221264
703	0.06641620178
704	0.06637236836
705	0.06632576696
706	0.0662793141
707	0.06620564046
708	0.06615644126
709	0.06612113148
710	0.06608822234
711	0.06605814137
712	0.06598983704
713	0.06592521515
714	0.06592098542
715	0.06587349412
716	0.06582299941
717	0.06575287406
718	0.06568354054
719	0.06566679641
720	0.06560010461
721	0.06553760192
722	0.06550692826
723	0.06550264419
724	0.06547039565
725	0.06541810524
726	0.06536651102
727	0.06533582556
728	0.0652646164
729	0.06522692265
730	0.06519808882
731	0.06518801256
732	0.06513791031
733	0.06507696985
734	0.0650163835
735	0.0649784793
736	0.06490437236
737	0.06482438615
738	0.06476306944
739	0.06470069513
740	0.06464001024
741	0.06459322957
742	0.06454484745
743	0.06448952166
744	0.06443288757
745	0.06439907681
746	0.064395122
747	0.06433522428
748	0.0642956641
749	0.06424249546
750	0.06419305375
751	0.06414878208
752	0.06411609348
753	0.06407684564
754	0.06405741263
755	0.06399812912
756	0.06394441014
757	0.06388805231
758	0.06384331005
759	0.06378755779
760	0.06378373236
761	0.06372555208
762	0.06366787088
763	0.06363017607
764	0.06355399906
765	0.06347743447
766	0.06347377152
767	0.06345409568
768	0.06341870208
769	0.06336557191
770	0.06331715823
771	0.06326794984
772	0.06322544343
773	0.06318460724
774	0.06313630783
775	0.06310231889
776	0.06307605259
777	0.06307324047
778	0.06300596044
779	0.06298100764
780	0.06295197577
781	0.06291692542
782	0.06288534682
783	0.06283409448
784	0.0628305161
785	0.06276074114
786	0.06275416964
787	0.06271963417
788	0.06268163852
789	0.06267713868
790	0.06262358545
791	0.06258288149
792	0.06252317397
793	0.06247259562
794	0.06243016431
795	0.06236144189
796	0.06232253458
797	0.06226510589
798	0.06223517321
799	0.0621812964
800	0.06217789821
801	0.06213538029
802	0.06206177267
803	0.06200196476
804	0.06195863188
805	0.06193360365
806	0.06187211947
807	0.06182722144
808	0.06176465268
809	0.06171322043
810	0.06168923575
811	0.06163594254
812	0.06161280494
813	0.06156742983
814	0.06150589328
815	0.06143058273
816	0.06139678643
817	0.06135935002
818	0.0613280217
819	0.06127722756
820	0.06123350249
821	0.06120534786
822	0.06112478876
823	0.06108654244
824	0.0610411339
825	0.06099766286
826	0.06094847762
827	0.06091464054
828	0.06084725933
829	0.06079049763
830	0.06075075693
831	0.0606886751
832	0.06063863828
833	0.06059195303
834	0.06055704676
835	0.0605084316
836	0.0604612062
837	0.06041527597
838	0.06035442382
839	0.0603022219
840	0.06027506849
841	0.06022987919
842	0.06016037223
843	0.06011884383
844	0.06004841107
845	0.06000260442
846	0.05995113529
847	0.05993614481
848	0.05988311019
849	0.05986131413
850	0.05981730011
851	0.05979564535
852	0.05975533396
853	0.05969506542
854	0.05966386094
855	0.05963540184
856	0.05958177582
857	0.05955122745
858	0.05953706248
859	0.05949635839
860	0.05947289116
861	0.05941628087
862	0.05936201545
863	0.05931920269
864	0.05926604105
865	0.05921213132
866	0.05917120729
867	0.05913145205
868	0.05904700318
869	0.05901555171
870	0.0589454672
871	0.05892121459
872	0.05889867596
873	0.05884564908
874	0.0588208563
875	0.05877751347
876	0.05876181972
877	0.05872627468
878	0.0587039818
879	0.05862014099
880	0.05857136358
881	0.05852545308
882	0.05847852001
883	0.05842326847
884	0.05837149156
885	0.05832604685
886	0.05828346928
887	0.05820871228
888	0.05817556265
889	0.05815343963
890	0.05810535366
891	0.05808246305
892	0.05807566224
893	0.05803035375
894	0.05800011239
895	0.05795156996
896	0.05790792638
897	0.05783744504
898	0.05782329802
899	0.0577784938
900	0.0577481057
901	0.05770102684
902	0.05766672855
903	0.05762211654
904	0.05758187912
905	0.05754436299
906	0.0575187875
907	0.05750100271
908	0.05748046118
909	0.05743469011
910	0.0573741911
911	0.05733939754
912	0.05728669632
913	0.05725158446
914	0.05719808946
915	0.05717743494
916	0.05713233573
917	0.05709955453
918	0.05707118032
919	0.05703630259
920	0.05700846594
921	0.05698878003
922	0.05695420335
923	0.05689554524
924	0.05686151893
925	0.0568078385
926	0.05676700357
927	0.05673224361
928	0.05669585738
929	0.05666548146
930	0.05663174257
931	0.05659026941
932	0.05658222633
933	0.05655190424
934	0.05653312353
935	0.05646793059
936	0.0564607341
937	0.05644769262
938	0.0564275186
939	0.05640643751
940	0.0563754995
941	0.05633522013
942	0.05631044753
943	0.05627539345
944	0.05622934753
945	0.05618699916
946	0.05612394111
947	0.05611616338
948	0.0560737523
949	0.05603376433
950	0.05599178789
951	0.05597118142
952	0.05591821232
953	0.05588492898
954	0.0558485909
955	0.05580934089
956	0.05577163131
957	0.0557359176
958	0.05569839623
959	0.05564675059
960	0.05562530266
961	0.05561463468
962	0.05557837231
963	0.05554652383
964	0.05551641717
965	0.05548916599
966	0.05546925551
967	0.05544028844
968	0.05541035036
969	0.055374722
970	0.05534178627
971	0.05530460121
972	0.05525621195
973	0.05522676772
974	0.05520814304
975	0.05516269922
976	0.05514322877
977	0.05509829833
978	0.05509305047
979	0.05505024751
980	0.05501315654
981	0.0550062306
982	0.05498168026
983	0.05496065046
984	0.05495357966
985	0.05491197596
986	0.0548568252
987	0.05482833104
988	0.05479039833
989	0.0547520573
990	0.05470522214
991	0.05466382991
992	0.05463024641
993	0.05459994762
994	0.05458895672
995	0.05456893062
996	0.05453689476
997	0.05451116307
998	0.05448197128
999	0.05445764342
1000	0.05442838247
1001	0.05439339526
1002	0.05434444383
1003	0.05431254937
1004	0.0542828546
1005	0.05424538951
1006	0.05421588533
1007	0.05420029937
1008	0.05418893537
1009	0.0541466391
1010	0.05411299454
1011	0.0540688086
1012	0.05405714261
1013	0.05405215751
1014	0.05401959339
1015	0.05398235169
1016	0.05392816981
1017	0.05389522187
1018	0.05388161764
1019	0.05385010978
1020	0.05379492663
1021	0.05379005403
1022	0.05375271094
1023	0.05372203021
1024	0.0536680904
1025	0.05365140203
1026	0.05362259736
1027	0.05358565513
1028	0.05356093386
1029	0.05353396204
1030	0.05350431478
1031	0.05347522598
1032	0.05344446767
1033	0.05341529371
1034	0.05339628783
1035	0.05334645031
1036	0.05332906739
1037	0.0532694119
1038	0.0532353779
1039	0.05321647661
1040	0.05320807851
1041	0.05318199705
1042	0.05312908417
1043	0.05310126663
1044	0.05307609695
1045	0.05305638694
1046	0.05301334542
1047	0.05298748389
1048	0.05296515466
1049	0.05294896105
1050	0.05293000849
1051	0.05288983505
1052	0.05284965342
1053	0.05281201671
1054	0.05279641947
1055	0.0527685217
1056	0.05276271522
1057	0.05274806394
1058	0.05273188127
1059	0.05268896083
1060	0.05266205182
1061	0.05262464321
1062	0.05259542777
1063	0.05256466106
1064	0.0525431171
1065	0.05251888652
1066	0.05248906593
1067	0.0524485242
1068	0.05242200074
1069	0.05240782454
1070	0.05239549764
1071	0.05234171448
1072	0.05232160922
1073	0.05228989698
1074	0.05227212822
1075	0.05223937825
1076	0.05220668059
1077	0.05216495725
1078	0.05213114957
1079	0.05210549848
1080	0.05208863172
1081	0.05204495272
1082	0.05201007732
1083	0.05195696357
1084	0.05193280276
1085	0.05189470591
1086	0.0518769925
1087	0.05182677773
1088	0.05182003752
1089	0.05181745963
1090	0.05177842899
1091	0.05174760166
1092	0.0517449088
1093	0.05170312675
1094	0.05168694663
1095	0.0516613455
1096	0.05162750618
1097	0.05158278599
1098	0.05154542533
1099	0.0515035384
1100	0.05144178228
1101	0.05142148846
1102	0.05140516921
1103	0.05140080531
1104	0.0513722646
1105	0.05135321528
1106	0.05133665669
1107	0.05128949707
1108	0.05127763041
1109	0.05124793879
1110	0.05122738033
1111	0.05119430384
1112	0.05116343053
1113	0.05114634152
1114	0.05114082218
1115	0.05111529157
1116	0.05107650651
1117	0.05104601103
1118	0.05100775495
1119	0.05097074313
1120	0.05093353114
1121	0.05090853308
1122	0.05088702413
1123	0.05087125142
1124	0.05082198256
1125	0.05079502266
1126	0.05074703124
1127	0.05074462052
1128	0.05070718323
1129	0.05070456224
1130	0.05066808991
1131	0.05063962215
1132	0.05062519413
1133	0.05058522667
1134	0.05053032447
1135	0.05052683067
1136	0.05048206827
1137	0.05047660286
1138	0.05044654812
1139	0.05041471388
1140	0.05037047101
1141	0.05034918527
1142	0.05033310614
1143	0.05030295924
1144	0.05026744026
1145	0.0502405416
1146	0.05021484915
1147	0.05019003667
1148	0.05016181288
1149	0.05014548289
1150	0.05012946565
1151	0.05008964152
1152	0.05005010035
1153	0.05001051291
1154	0.04999091337
1155	0.04997839001
1156	0.04994315719
1157	0.04991014456
1158	0.04990635296
1159	0.04987383289
1160	0.04982420568
1161	0.04981117563
1162	0.04979026941
1163	0.0497485853
1164	0.04970480666
1165	0.04966618867
1166	0.0496300118
1167	0.04958982579
1168	0.04954876487
1169	0.04949906809
1170	0.0494633197
1171	0.04944141449
1172	0.04941671857
1173	0.04937897935
1174	0.04933727367
1175	0.04930834223
1176	0.0492721033
1177	0.04924666825
1178	0.04922217747
1179	0.04919809427
1180	0.04917300282
1181	0.0491251865
1182	0.04908462644
1183	0.04905117967
1184	0.04903124449
1185	0.04900993201
1186	0.0489798574
1187	0.0489680317
1188	0.04893321349
1189	0.04889711202
1190	0.04887749557
1191	0.04884895274
1192	0.04882905973
1193	0.04879713077
1194	0.04876901871
1195	0.04875799232
1196	0.04875605025
1197	0.04872606344
1198	0.04869089518
1199	0.04867487563
1200	0.04865137224
1201	0.04862937413
1202	0.04859938752
1203	0.04856240518
1204	0.04852234288
1205	0.04850129367
1206	0.04847536346
1207	0.04845966141
1208	0.04843241559
1209	0.04840892029
1210	0.04837271482
1211	0.04833104834
1212	0.04830142645
1213	0.0482811087
1214	0.04824184282
1215	0.04822562384
1216	0.04818432225
1217	0.04816259219
1218	0.04816078709
1219	0.04814463126
1220	0.0481240599
1221	0.04809617482
1222	0.0480927935
1223	0.04806784172
1224	0.04803854049
1225	0.04800933519
1226	0.04797313452
1227	0.04792691171
1228	0.04789743222
1229	0.04787077263
1230	0.04784733463
1231	0.04781887818
1232	0.0477908177
1233	0.04776378798
1234	0.04773387183
1235	0.04769589271
1236	0.04767610675
1237	0.04765111118
1238	0.04760418155
1239	0.04756611395
1240	0.04755991503
1241	0.04753568705
1242	0.04750895214
1243	0.04747908211
1244	0.04744980449
1245	0.04739350385
1246	0.04736426612
1247	0.0473617291
1248	0.04734043919
1249	0.04733727343
1250	0.0473302977
1251	0.04729310768
1252	0.0472675739
1253	0.04724661039
1254	0.04720698943
1255	0.04718646446
1256	0.0471666865
1257	0.04713502193
1258	0.04712236932
1259	0.04709606403
1260	0.04706102144
1261	0.04702959462
1262	0.04700986677
1263	0.046979176
1264	0.04694533527
1265	0.04691713929
1266	0.04688591841
1267	0.04686788501
1268	0.04686273883
1269	0.04684017571
1270	0.04681619779
1271	0.04679308585
1272	0.04676265435
1273	0.04673496649
1274	0.04670860328
1275	0.04667104037
1276	0.04664396292
1277	0.0466162077
1278	0.04658449381
1279	0.04658107688
1280	0.04656286631
1281	0.04653423478
1282	0.04651016385
1283	0.04648590619
1284	0.04647364434
1285	0.04646320175
1286	0.04644169476
1287	0.04641001138
1288	0.04638580547
1289	0.04633593684
1290	0.04631387633
1291	0.04629158328
1292	0.04624374046
1293	0.04622702017
1294	0.04618285838
1295	0.04615771072
1296	0.04612606399
1297	0.04609208153
1298	0.04605784331
1299	0.04603495209
1300	0.04600329098
1301	0.04598970918
1302	0.04595674764
1303	0.04595342116
1304	0.04591699895
1305	0.04589355012
1306	0.04586554096
1307	0.04583876347
1308	0.04581542766
1309	0.04579184794
1310	0.04574524582
1311	0.0457221365
1312	0.04568498969
1313	0.0456545936
1314	0.04561467219
1315	0.0455849743
1316	0.04555045031
1317	0.0455183752
1318	0.04549972151
1319	0.04546127961
1320	0.04543877326
1321	0.0454366451
1322	0.04541287414
1323	0.04539162483
1324	0.04538955244
1325	0.04538633905
1326	0.04535580551
1327	0.04533079049
1328	0.0452994381
1329	0.04527477614
1330	0.04525701392
1331	0.04521995244
1332	0.04520352634
1333	0.0451698486
1334	0.04514680427
1335	0.04514016917
1336	0.04513553256
1337	0.0451044746
1338	0.04508784176
1339	0.04506345129
1340	0.04505694353
1341	0.04503462411
1342	0.04500372523
1343	0.04498206029
1344	0.04496054655
1345	0.04494398512
1346	0.04491895757
1347	0.04489290457
1348	0.04486751777
1349	0.0448507186
1350	0.044835199
1351	0.04480650552
1352	0.04478492776
1353	0.04477912648
1354	0.04474556519
1355	0.04471304018
1356	0.0446915756
1357	0.04466378959
1358	0.04463452601
1359	0.0446107941
1360	0.04458627473
1361	0.04457082192
1362	0.04454874851
1363	0.04451746072
1364	0.04450507844
1365	0.04448531708
1366	0.04447943555
1367	0.04444538125
1368	0.04444342811
1369	0.04440857244
1370	0.04438414324
1371	0.04436724767
1372	0.04433039762
1373	0.04430648799
1374	0.04430163788
1375	0.04427687052
1376	0.04425927334
1377	0.04423604654
1378	0.04422398224
1379	0.04421314086
1380	0.04418270205
1381	0.04418054726
1382	0.04417046352
1383	0.0441431225
1384	0.04412395869
1385	0.04410339325
1386	0.04409024586
1387	0.04404960313
1388	0.04404407958
1389	0.04401593402
1390	0.04398802017
1391	0.04396212463
1392	0.0439272728
1393	0.04390095475
1394	0.04388439748
1395	0.04386274447
1396	0.04385669558
1397	0.04382879502
1398	0.04381595223
1399	0.0438018445
1400	0.0437713941
1401	0.04375404624
1402	0.0437467432
1403	0.04371115826
1404	0.04368641213
1405	0.0436580303
1406	0.04363408508
1407	0.04361534323
1408	0.04360865103
1409	0.0435834308
1410	0.04355781999
1411	0.04355567194
1412	0.04353554131
1413	0.04350898334
1414	0.04349515736
1415	0.04347290104
1416	0.04344910058
1417	0.04342810022
1418	0.0434042518
1419	0.04338292267
1420	0.04335754302
1421	0.04335346672
1422	0.04335058841
1423	0.04333892551
1424	0.04331706122
1425	0.04330617052
1426	0.04326835848
1427	0.04324892438
1428	0.0432273527
1429	0.04322359849
1430	0.04319169108
1431	0.04315723462
1432	0.04313169471
1433	0.04309802657
1434	0.04307373753
1435	0.04303841468
1436	0.04300381798
1437	0.04298096939
1438	0.04293615431
1439	0.04293082516
1440	0.04290113366
1441	0.04287912822
1442	0.04284598515
1443	0.04283156578
1444	0.04278978269
1445	0.04277529343
1446	0.04275225474
1447	0.04273044392
1448	0.04270195747
1449	0.04268715686
1450	0.04266119229
1451	0.04263296927
1452	0.04260044408
1453	0.04257381336
1454	0.04256126622
1455	0.04254635017
1456	0.04250737671
1457	0.04249525058
1458	0.04246793501
1459	0.04246155706
1460	0.04242520736
1461	0.04239656982
1462	0.0423763529
1463	0.04235255746
1464	0.04233036011
1465	0.04230556594
1466	0.04228402945
1467	0.04225983234
1468	0.04223844935
1469	0.04223666523
1470	0.04223492452
1471	0.0421980465
1472	0.04217181508
1473	0.04215200906
1474	0.04215031436
1475	0.04213010254
1476	0.04210703313
1477	0.04208852043
1478	0.04206887883
1479	0.04204252228
1480	0.04202308936
1481	0.04199551064
1482	0.0419797629
1483	0.0419499656
1484	0.04191719267
1485	0.04190078613
1486	0.0418968186
1487	0.04188012121
1488	0.04186271603
1489	0.0418586564
1490	0.0418413977
1491	0.04182421948
1492	0.04180509254
1493	0.04180364697
1494	0.04178908352
1495	0.04177028023
1496	0.04172750707
1497	0.04170851492
1498	0.04168572936
1499	0.04162903751
